character,line
PIETRO MAXIMOFF,"You know, I'm twelve minutes older than you."
WANDA MAXIMOFF,Go.
FRIDAY,"Boss, power levels are way below opt..."
TONY STARK,Re-route everything. We get one shot at this.
CLINT BARTON,"I know what I need to do. The dining room! If I knock out that east wall, it'll make a nice work space for Laura, huh? Put up some baffling, she can't hear the kids running around, what do you think?"
NATASHA ROMANOFF,You guys always eat in the kitchen anyway.
CLINT BARTON,No one eats in a dining room.  We don't have a lot of time.
NATASHA ROMANOFF,"So get your ass on a boat.  Hey, big guy. Sun's getting real low."
ZRINKA,Costel? We were in the market. Costel?!
TONY STARK,"Thor, I'm gonna need you back in the church."
THOR,Is this the last of them?
STEVE ROGERS,Yeah. Everyone else is on the carrier.
TONY STARK,"You know, if this works, we maybe don't walk away."
THOR,Maybe not.
ULTRON,"I got no strings, so I have fun. I'm not tied up to anyone."
PIETRO MAXIMOFF,You didn't see that coming.
ULTRON,"Oh, for God's sake!"
CLINT BARTON,"No, no. I'm fine.  Oh, it's been a long day."
ULTRON,"Wanda, if you stay here, you'll die."
WANDA MAXIMOFF,I just did. Do you know how it felt?  It felt like that.
TONY STARK,"Thor, on my mark.  Now!"
NATASHA ROMANOFF,"Hey, big guy. We did it, the job's finished. Now I need you to turn this bird around, okay? We can't track you in stealth mode, so help me out. I need you t..."
VISION,You're afraid.
ULTRON,Of you?
VISION,Of death. You're the last one.
ULTRON,"You were supposed to be the last. Stark asked for a savior, and settled for a slave."
VISION,I suppose we're both disappointments.
ULTRON,I suppose we are.
VISION,"Humans are odd. They think order and chaos are somehow opposites, and try to control what won't be. But there is grace in their failings. I think you missed that."
ULTRON,They're doomed.
VISION,Yes. But a thing isn't beautiful because it lasts. It's a privilege to be among them.
ULTRON,You're unbearably naive.
VISION,"Well, I was born yesterday."
LAURA BARTON,Say hi to Auntie Nat.
NATASHA ROMANOFF,Fat.
NICK FURY,"One of our tech boys flagged this, splashed down in the Banda Sea. Could be the Quinjet. But with Stark's stealth tech, we still can't track the damn thing."
NATASHA ROMANOFF,Right.
NICK FURY,Probably jumped out and swam to Fiji. He'll send a postcard.
NATASHA ROMANOFF,"""Wish you were here."" You sent me to recruit him, way back when. Did you know then what was going to happen?"
NICK FURY,You never know. You hope for the best and make do with what you get. I got a great team.
NATASHA ROMANOFF,Nothing lasts forever.
NICK FURY,"Trouble, Miss Romanoff. No matter who wins or loses, trouble still comes around."
STEVE ROGERS,The rules have changed.
TONY STARK,We're dealing with something new.
STEVE ROGERS,"Well, the Vision's artificial intelligence."
TONY STARK,A machine.
STEVE ROGERS,So it doesn't count.
TONY STARK,No. It's not like a person lifting the hammer.
STEVE ROGERS,Right. Different rules for us.
TONY STARK,"Nice guy, but artificial."
STEVE ROGERS,Thank you.
THOR,"If he can wield the hammer, he can keep the Mind Stone. It's safe with the Vision and these days, safe is in short supply."
STEVE ROGERS,But if you put the hammer in an elevator...
TONY STARK,It would still go up.
STEVE ROGERS,Elevator's not worthy.
THOR,I'm going to miss these little talks of ours.
TONY STARK,"Well, not if you don't leave."
THOR,I have no choice. The Mind Stone is the fourth of the Infinity Stones to show up in the last few years. That's not a coincidence. Someone has been playing an intricate game and has made pawns of us. But once all these pieces are in position...
TONY STARK,Triple Yahtzee?
STEVE ROGERS,You think you can find out what's coming?
THOR,"I do. Besides this one, there's nothing that can't be explained."
TONY STARK,That man has no regard for lawn maintenance. I'm gonna miss him though. And you're gonna miss me. There's gonna be a lot of manful tears.
STEVE ROGERS,"I will miss you, Tony."
TONY STARK,"Yeah? Well, it's time for me to tap out. Maybe I should take a page out of Barton's book and build Pepper a farm, hope nobody blows it up."
STEVE ROGERS,The simple life.
TONY STARK,You'll get there one day.
STEVE ROGERS,"I don't know, family, stability. The guy who wanted all that went in the ice seventy-five years ago. I think someone else came out."
TONY STARK,You alright?
STEVE ROGERS,"I'm home.  You want to keep staring at the wall, or do you want to go to work? I mean, it's a pretty interesting wall."
NATASHA ROMANOFF,I thought you and Tony were still gazing into each other's eyes. How do we look?
STEVE ROGERS,"Well, we're not the '27 Yankees."
NATASHA ROMANOFF,We've got some hitters.
STEVE ROGERS,They're good. They're not a team.
NATASHA ROMANOFF,Let's beat 'em into shape.
STEVE ROGERS,Avengers...!
THANOS,"Fine, I'll do it myself."
