character,line
KILLMONGER,"On our way back, just drop us of in Wakanda."
KLAUE,"You don't wanna go there, boy."
KILLMONGER,"Yea I do. Killmonger suddenly draws a HANDGUN and SHOOTS LIMBANI DEAD. Reacting to the shot, Klaue crowds Linda with a skilled GRAPPLING MOVE and snatches her gun away before she can fire on him. Killmonger finds Klaue holding Linda's gun to her head, using her as his shield."
KLAUE,"Drop it, or your little Bonnie and Clyde routine ends today. Put your gun down now!"
LINDA,"I'm sorry. I'm sorry, Erik."
KILLMONGER,"It's gonna be ok. Killmonger fires without hesitation. The BULLET TRAVELS THROUGH Linda, ki lli ng her while Klaue dives behind the plane, WOUNDED IN THE SHOULDER from the round. Killmonger moves to finish Klaue but he's gone. Following Klaue's blood trail, Killmonger STALKS Klaue through the Klaue fires at Killmonger, missing. Killmonger stops and turns, ducking between planes. Killmonger spots Klaue THROUGH THE GLASS of a cockpit window and FIRES. Sniped through the window with precision, Klaue falls, losing Linda's gun. Ki l lmonger approaches and Klaue rolls to his back to face him."
KLAUE,... Y-You really wanna go to Wakanda? They're savages. Klaue shows his BRANDED neck.
KLAUE,This is what they do to people like us.
KILLMON,
GER,"I ain't worried about no brand. Check these out. Killmonger rolls up his sleeve, uncovering SCARIFICATION MARKS on his forearm."
KILLMONGER,Each one is for a kill.
KLAUE,"You can sca r yourself as much as you like. To them, you'll just be an outsider. You're crazy to think that you could walk in there. Killmonger flips the inside of his bottom lip, revealing a glowing Wakandan TATTOO. Klaue can't believe his eyes."
KLAUE,"And to think I saw you as some crazy American. Klaue starts laughing, hard. Killmonger aims and pulls the trigger at point blank range. T'Challa enters to find Zuri tending to the garden. He looks around to the other Shamans."
T' CHALLA,Leave us. They immediately head out. zuri turns to T'Challa.
ZURI,So your mission did not go as planned.
T'CHALLA,"What happened to my Uncle N'Jobu? My father told me he disappeared... there was a man today wearing a ring identical to this one. Zuri turns back and T'Challa lifts his hand, showing his VIBRANIUM RING from CA:CW. zuri turns away uncomfortable."
ZURI,That is not possible.
T' CHALLA,He helped Klaue escape from us and he was wearing this ring. My grandfather ' s ring. Do not tell me what is possible tell me the truth.
ZURI,"Some truths are too much to bear, T'Challa."
T'CHALLA,That is not your choice to make. What happened to him?
ZURI,I promised the King to say nothing.
T'CHALLA,I am your King now! Zuri looks up.
ZURI,"Your uncle took a War Dog assignment in America. Your father placed me there to observe unbeknownst to him. Your uncle fell in love with an American woman. They had a child. The hardships he saw there radicalized your uncle. N'JOBU makes his plea to YOUNG T'CHAKA, picking up where we left off in the Oakland sequence."
N'JOBU,"I observed for as long as I could! Their leaders have been assassinated, communities flooded with drugs and weapons, they are overly policed and incarcerated. All over the planet our people suffer because they don't have the tools to fight back. With vibranium weapons they could overthrow every country and Wakanda could rule them all, the right way..."
ZURI,"He knew your father would not support this, so your uncle betrayed us."
T'CHALLA,No. •.
ZURI,He helped Klaue steal the vibranium.
T'CHALLA,No no no no no no... Young T'Chaka turns to N'Jobu.
YOUNG T'CHAKA,"You will return home at once, where you will face the council and inform them of your crimes. N'Jobu reaches into his waistband and pulls a HANDGUN, aiming it at James/Young Zuri's head, freezing him."
ZURI,"He drew his weapon on me Young T'Chaka pops his claws. He quickly springs forward, digging his CLAWS into the slide and destroying it, before he can pull the trigger. He then buries his CLAWS into N'Jobu's chest, killing him instantly. He lets N'Jobu's body drop to the floor, and closes his eyes."
ZURI,Your father killed his own brother...
ZURI,To save my life. Young Zuri looks at Young T'Chaka with tears welling up in his eyes.
YOUNG T'CHAKA,Speak nothing of this.
T'CHALLA,And the child...
ZURI,"We left him. One of the young kids playing basketball, who is now revealed to be YOUNG KILLMONGER stands looking up at the sky where the mysterious lights flickered."
ZURI,"We had to maintain the lie. Gutted, T'Challa can't reconcile what he's just heard. He turns his back on Zuri. Dragging a LARGE BAG, Killmonger approaches. In the distance, we see the four-seater plane. W'Kabi approaches as Killmonger drops the bag."
W'KABI,What is this?
KILLMONGER,"Just a 'lil gift. Killmonger opens his bag, revealing KLAUE'S CORPSE. W'Kabi's eyes widen, and his men draw their swords."
W'KABI,Who are you? Ross suddenly opens his eyes and reaches for his gunshot wound finding it astonishingly almost fully healed. Shuri tinkers with the circuitry of a PAIR OF MASSIVE CLAWED VIBRANIUM GAUNTLETS across the room as Ross sits up.
ROSS,"Alright, where am I? Startled, Shuri spins."
SHURI,"Don't scare me like that, colonizer."
ROSS,Colon-who? My name is Everett.
SHURI,"Yes, I know. Everett Ross former airforce pilot and now, CIA."
ROSS,"Right. Groggy, Ross gazes around at the completely unique technology."
ROSS,"Ok, is this Wakanda?"
SHURI,"No, it ' s Kansas."
ROSS,... How long ago was Korea?
SHURI,Yesterday.
ROSS,I don't think so. Bullet wounds don't just magically heal overnight.
SHURI,"They do here. But not by magic, by technology.  Don't touch anything. My brother will return soon. Leery, Shuri watches Ross wander about out of the corner of her eye. He walks over to the observation deck and gazes in awe at the exposed GLOWING ROCKS inside of the VIBRANIUM Suddenly an AUTOMATED MINING CART whips between light panels, floating above a rail."
ROSS,"These train things... that's magnetic levitation, right?"
SHURI,Obviously.
ROSS,"Obviously... but I've never seen it this efficient. The light panels, what are they?"
SHURI,Sonic stabilizers.
ROSS,Sonic what?
SHURI,"In it's raw form, vibranium is too dangerous to be transported at that speed, so I developed a way to temporarily deactivate it."
ROSS,There's vibranium on those trains?
SHURI,There is vibranium all around us. That's how I healed you. Ross tries to process this unexpectedly forms.
OKOYE'$ PROJECTION,"Where is T'Challa? His Kimoyo beads have been switched off. Ross, amazed, tries to touch the sand projection."
SHURI,"Well we are not joined at the hip, Okoye."
OKOYE'$ PROJECTION,A man showed up at the border who claims to have killed Klaue.
SHURI,What?
OKOYE'$ PROJECTION,W'Kabi is transporting him as we speak to the pa l ace. We need to find your brother.
SHURI,An outsider?
OKOYE'$ PROJECTION,"No, a Wakandan. An IMAGE OF KILLMONGER from the border appears on Shuri's monitor. Then... Ross slowly walks into sight, staring at the screen."
ROSS,He's not a Wakandan. He's one of ours. T'Challa and Nakia gaze out off the side of a beautiful overlook.
T' CHALLA,He killed his own brother... and left a child behind with nothing. What kind of King •.. what kind of man does that?
NAKIA,No man is perfect. Not even your father.
T'CHALLA,"He didn ' t even give him a proper burial... My Uncle N'Jobu betrayed us, but my father may have created something even worse."
NAKIA,Hey. Look at me. You can't let your father ' s mistakes define who you are. You get to decide what kind of King you are going to be. They share a look as T'C hal la's Kimoyo beads buzz.
SHURI'S PROJECTION,"Brother, you need to get here now. T' Chall a and Nakia look at each othe r. T'Cha l la, Shuri and Nakia listen as Ross briefs them on Killmonger. A BODY SCAN IMAGE of Killmonger is on Shuri's monitor."
ROSS,Eric Stevens. Graduated Annapolis age 19. MIT for grad school. Joined the SEALs and went to Afghanistan where he racked up confirmed kills like it was a video game. They started calling him Killmonger. He joined a JSOC ghost unit.
ROSS,Now these guys are serious. They will drop off the grid so they can commit assassinations and take down governments.
T'CHALLA,Did he reveal anything about his identity?
SHURI,"He has a War Dog tattoo but we have no record of him. T' Challa and Shuri share a look. T'Challa sits on his throne surrounded by the Tribal Elders, Ramonda, Shuri, Okoye, and the Dora."
RIVER TRIBE ELDER,Is this man Wakandan or not?
MINING TRIBE ELDER,Tell us what is going on. Killmonger is escorted in by W'Kabi. W'Kabi tensely steps next to T'Challa as Killmonger takes his place before the circle.
T'CHALLA,Speak.
W' KABI,Speak.
KILLMON,
GER,I'm standing in your house. Serving justice to a man who stole your vibranium and murdered your people. Justice your King couldn't deliver. T'Challa walks close enough to Killmonger to be able to whisper to him.
T'CHALLA,"I don't care that you brought Klaue, the only reason I don't kill you where you stand is because I know who you are... now what do you want?"
KILLMON,
GER,I want the throne. The entire room scoffs at this. Some ELDERS even hold their heads back and laugh.
MINING TRIBE ELDER,My goodness.
KILLMONGER,"Y'all sittin' up here comfortable. Must feel good. There's about billion people all over the world that looks like us but their lives are a lot harder, Wakanda has the tools to liberate them all."
T'CHALLA,And what tools are those?
KILLMONGER,Vibranium. Your weapons.
T'CHALLA,Our our weapons will not be used to wage war on the world. It is not our way to be judge jury and executioner for people who are not our own.
KILLMONGER,"Not your own? But didn't life start here, on this continent? So ain ' t all people your people?"
T'CHALLA,"I am not King of all people. I am King of Wakanda. And it is my responsibility to make sure our people are safe and that vibranium does not fall into the hands of a person like you. The elders murmur at Killmonger's disrespect. They wait to see how T'Challa will respond. Then, Ramonda suddenly speaks."
RAMONDA,"Son, we have entertained this charlatan for too long. Reject his request. Killmonger eyes the Elders with an amused grin."
KILLMON,
GER,"Oh, I ain't requesting nothing! Ask who I am?"
SHURI,You are Eric Stevens. An American black operative. A mercenary nicknamed Killmonger. That's who you are.
KILLMONGER,"That's not my name, Princess. Ask me, King?"
T'CHALLA,No.
KILLMON,
GER,Ask me.
T'CHALLA,Take him away.
RIVER TRIBE ELDER,Who are you?
KILLMONGER,"I am N'Jadaka, son of Prince N'Jobu. A hush fa l ls over the room. The tribal elders knew N'Jobu. This changes"
MINING TRIBE ELDER,The son of N'Jobu?
KILLMONGER,I found my daddy with Panther claws in his chest. You ain't the son of a King you're the son of a murderer!
RAMONDA,You' re lying!  Lies.
W'KABI,I'm afraid not Queen Mother. W'Kabi produces Killmonger's GOLD NECKLACE and RING. Holding it up for everyone to see.
MINING TRIBE ELDER,The descendant of N'Jobu.
KILLMONGER,Hey Auntie.
KILLMONGER,I'm exercising my blood right to challenge for the mantles of King and Black Panther. Utter silence as all eyes turn to T'Challa. T'Challa desperately wants to refuse but knows that isn't possible.
RAMONDA,Do not do this T'Challa.
BORDER TRIBE ELDER,As the son of N'Jobu he is within his rights.
RAMONDA,He has no rights here.
RIVER TRIBE ELDER,The challenge would take weeks to prepare.
KILLMONGER,Weeks? I don't need weeks. The whole country ain't gotta be there I just need him... and somebody to get me out of these chains.
RAMONDA,"T'Challa, what do you know of this?"
T'CHALLA,"I accept your challenge. W'Kabi looks at T'Challa closely. T'Challa and Killmonger stand opposite one another. Killmonger SNAPS OFF a spear ' s shaft with his foot and holds a SWORD to go with the The Tribal Elders, W'Kabi, and the Dora look on from their respective places. Shuri watches with Ramonda, but the stands are entirely empty."
SHURI,"He will never beat T' Challa. He should have just come to t he first challenge and gotten it over with. Ramonda looks concerned. She ' s not so sure. Zuri brings T'Challa the DEATH HERB and he repeats the process, poisoning T'Challa while Killmonger stares on silently."
ZURI,"The King will now have the strength of the Black Pa nther stripped away. Staring T'Challa down, Killmonger suddenly turns to Zuri. They recognize each other. Zuri looks away ashamed. Nakia arrives through a tunnel and wal ks up to Okoye, who turns to her."
OKOYE,Where is Agent Ross?
NAKIA,I locked him in the office. He's not going anywhere. T' Challa holds his short spear and shield. He stares at his cousin.
T'CHALLA,"This is your last chance, thro w down your weapons and we can handle this another way. Killmonger slams his blades into the stone."
KILLMON,
GER,"I lived my entire life waiting for this moment. I trained, I lied, I killed, just to get here. He takes off his vest and tears at his shirt, revealing the SCARIFICATION MARKS that go up his arm and across his entire back. They number in the hundreds."
KILLMONGER,"I killed in America, Afghanistan, Iraq. I took life from my own brothers and sisters right here on the continent. And all this death, just so I can kill you. T'Challa looks to Zuri and nods."
ZURI,"Let the challenge begin. Killmonger tears forward with expert knife work and T'Challa with skilled defense. T'Challa PARRIES several strikes, countering with a LEG TAKE- DOWN but hesitates with his sword and doesn't strike as they roll toward the edge of the waterfall. Back on their feet, they circle, and Killmonger lunges at T'Challa who dodges. T'Challa manages to knock Killmonger off his feet, gaining the advantage."
T'CHALLA,"Yield! Killrnonger FEROCIOUSLY BOBS INSIDE, but T'Challa lunges at Killrnonger, giving him a superficial SLASH ACROSS his cheek. Fueled by rage, Killmonger begins to overpower T'Challa. He slices T'Challa ' s thigh."
SHURI,"Snap out of it T'Challa! Wielding both blades, Killmonger slashes deep across T'Challa's stomach, then spins, CUTTING deep into his bicep. Hurt, T'Challa realizes his compassion was a mistake and he must fight back but blood leaks from his side. Killmonger dodges T'Challa ' s next attack. Stumbling, T'Challa is unable to avoid Killmonger's BEING THRUST into his ribs. The elders gasp as Ramonda looks away and Shuri just stares. Killmonger snatches the knife out. T'Challa can barely stand. Killmonger punches him."
NAKIA,Get up. He continues to PUNCH T'CHALLA REPEATEDLY until he topples over.
KILLMONGER,"This is for my father. Killmonger walks swiftly toward T'Challa to deliver his deathblow... only to have a guilt-ridden Zuri STOP HIM with his SPEAR, knocking his blade away."
T'CHALLA,"Zuri, no."
OKOYE,Zuri.
RAMONDA,Zuri don ' t!
ZURI,"I am the cause of your father's death. Not him. Take me. Regrouping, Killrnonger grabs Zuri's spear. T'Challa labors to get up but can't."
KILLMONGER,"I'll take you both, Uncle James... Killmonger skewers Zuri with his spear. Killmonger drives the spear in further and GRABBING THE BLADE with both hands in death, Zuri falls with it to the shallow water as T'Challa watches in utter torment."
T'CHALLA,"Nol Zuri no! Zuri!! Noo! Fueled by rage, T'Challa lifts back up to his feet. He charges Killmonger, who ducks his attacks, while talking to the audience."
KILLMON,
GER,"Is this your King? Huh? T'Challa swings his spear, Killmonger ducks."
KILLMONGER,"Is this your King? The Black Panther, who's supposed to lead you into the future."
SHURI,"Come on brother! Nakia looks on, trying to hide her tears with Okoye and Ayo."
AYO,Is there nothing that can be done?
KILLMONGER,Him? He's supposed to protect you. Killmonger ducks another attack from T'Challa and scoops him onto his shoulders. Killmonger walks to the edge of the challenge pool.
RAMONDA,No.
NA.KIA,"No! Killmonger heaves T'Challa off the waterfall. Staggered, everyone watches T'Challa DISAPPEAR BELOW to his death. Ramonda screams."
KILLMONGER,Nah. I'm your King. Nakia shuttles Shuri and Ramonda into the caves while Okoye stays behind.
NA.KIA,"We have to go now! Queen mother, let's go! Staggered, the new Shaman gives him the Panther necklace. Everyone slowly salutes Killmonger. The room seems empty until we come upon Okoye grieving alone. After a moment, the door opens and Okoye quickly wipes her eyes. Pulling it together, she stands as Nakia approaches. The two women silently take each other in, sharing in their sorrow."
OKOYE,The Queen Mother and Shuri... they are safe? Nakia nods.
NA.KIA,Yes.
OKOYE,Thank you.
NA.KIA,We should get to them immediately.
OKOYE,I cannot...
NAKIA,What...
OKOYE,Though my heart is with you.
NAKIA,We cannot turn over our nation to a man who showed up here only hours ago.
OKOYE,He is of royal blood.
NAKIA,He killed T' Challa.
OKOYE,In ritual combat.
NAKIA,Does that really matter? Okoye quiets.
NAKIA,You are the greatest warrior Wakanda has. Help me overthrow him before he becomes too strong. Okoye stares at Nakia in disbelief.
OKOYE,"Overthrow?! Nakia, I am not a spy who can come and go as they so choose. I am loyal to the throne, no matter who sits upon it. What are you loyal to?"
NAKIA,I loved him. I love my country too.
OKOYE,Then you serve your country.
NAKIA,"No. I save my country. Nakia takes off. Ross walks around the office, admiring masks on the wall. He looks around as the door unlocks to Nakia, holding several blankets. Ross realizes something is wrong."
ROSS,What's wrong? Nakia tosses the blanket to Ross.
NAKIA,"The King is dead. Come with me, unless you want to join him. Ross's heart sinks as... Killmonger enters and a Shaman guides him to a dirt plot where they begin to bury him. Shuri and Ramonda, wrapped in blankets as a disguise, sit on a log surrounded by a THICKET OF TREES. Grief stricken, they hold each other closely."
SHURI,"First Baba, and now my brother. Mama, we didn't even get to bury him. Ramonda doesn't have an answer. The women hear a rustle in the trees, Ramonda moves to protect Shuri, holding ONE OF NAKIA'S RINGBLADES as Nakia and Ross emerge from the foliage. Ramonda eyes Ross."
NAKIA,It's me.
RAMONDA,Nakia. Who is this man?
NAKIA,"He's a friend of T' Challa's he saved my life. Ramonda studies Ross, then looks to Nakia."
RAMONDA,Where is Okoye?
NAKIA,Okoye is not corning. She and Dora Milaje will serve the new King.  Wait here.
RAMONDA,What has happened to our Wakanda? Nakia turns and heads into an even thicker A SHAMAN scoops water into the Heart Shaped Herb ceremonial vessel and grinds it. Killrnonger opens his mouth and she pours the solution in as his eyes slowly close.
SHAMAN,"Allow the Heart Shaped Herb to give you the powers of the Black Panther and take you to the Ancestral Plane. We see the kids gazing up as an AIRCRAFT WITH STRANGE LIGHTS rises into the sky and speeds off. Young Killrnonger runs into the apartment complex. YOUNG KILLMONGER enters to find N'Jobu's dead body on the floor. He runs over to his dad, cradling him in his arms, sobbing. They scoop dirt on top of Killrnonger's face. Adult Killmonger enters his childhood apartment and sees the place where his father died. He walks over to the WALL HIDE and digs out a METAL STASH BOX. He breaks open the box and inside finds cash and a pistol. Opening the diary, he finds details of Wakandan history and life, including drawings. He finds his father's RING on a necklace and puts it on. Then, Killmonger looks up and N'JOBU is sitting across from him alive."
N'JOBU,What did I tell you about going into my things?  What did you find? Killmonger is now replaced by his younger self.
YOUNG KILLMONGER,Your home.
N'JOBU,"I gave you a key hoping that you might see it someday. Young Killmonger flips down his lip, touching his Wakandan tattoo. N'Jobu"
N'JOBU,Yes. The sunsets there are the most beautiful in the world. But I fear you still may not be welcome.
YOUNG KILLMONGER,Why?
N'JOBU,They will say you are lost.
YOUNG KILLMONGER,"But, I'm right here. doesn ' t have an answer for this."
N'JOBU,No tears for me?
YOUNG KILLMONGER,Everybody dies. It's just life around here. N'Jobu's gaze darkens with regret.
N'JOBU,"Well look at what I have done. I should have taken you back long ago. Young Killmonger has now been replaced by adult Killmonger, who sheds a tear."
N'JOBU,"Instead, we are both abandoned here."
KILLMONGER,"Well maybe your home is the one that's lost. That's why they can't find us. N'Jobu stares at his son, heartbroken. Killmonger's eyes open - a new man. Powerful. And ready to conquer the world. He gasps for air. As he climbs to his feet encircled by Kingsguard and shamans."
SHAMAN,"Breathe, my King. Breathe! Nakia drops through a hole into the warren of tunnels, emerging in the... Reveling in the power of the Heart Shaped Herb, Killmonger walks toward a dirt plot filled with the HEART SHAPED HERBS. The shamans trail behind him."
KILLMON,
GER,The Heart Shaped Herb did that? The shaman nods.
KILLMONGER,This is all of it?
SHAMAN,"Yes. So when it comes time for another King, we will be ready."
KILLMONGER,"Another King... yea go ahead and burn all that. Alarmed, the shamans don't move, hoping Killmonger doesn't mean it... but he does."
SHAMAN,"My King, we cannot do that. It is our tradition -- Killmonger smiles, the n quick l y grabs the Shaman by the throat."
KILLMONGER,"When I tell you to do something, I mean that shit. Burn it all! He lets her go as she gasps for air. Shell-shocked, the shamans move into action. Nakia digs out a flawless Heart Shaped Herb and in an instant darts back for the catacombs, glancing back at Killmonger from the shadows. Kil l monger stands in front of the dirt plots as the herb garden is engulfed in FLAMES around him. Every Elder, the Border Tribe military leaders, including W'Kabi, the Kingsguard leaders, Okoye, and the Dora prepare for a council meeting. Killmonger strolls in, wearing the new gold panther necklace."
KILLMONGER,"You know, where I'm from, when black folks started revolutions, they never had the firepower or resources to fight their oppressors. Where was Wakanda? Hmm? Yea all that ends today. We got spies embedded in every nation on Earth. Already in place. Killmonger stands and walks looking each of them in the eye."
KILLMONGER,"I know how colonizers think. So we're gonna use their own strategy against them. We' re gonna send vibranium weapons out to our War Dogs. They'll arm oppressed people all over the world, so they can finally rise up and kill those in power, and their children and anyone else who takes their side. It ' s time they know the truth about us. We're warriors. The world's gonna start over and this time we're on top. Killmonger sits."
KILLMONGER,The sun will never set on the Wakandan Empire. Okoye looks to W'Kabi.
OKOYE,Wakanda has survived for so long by fighting when only absolutely necessary.
W'KABI,"Wakanda has survived in the past this way, yes. But the world is changing, General. Elders, it is getting smaller. The outside world is catching up and soon it will be the conquerors, or the conquered. I'd rather be the former."
KILLMONGER,"You heard your orders. Let's get to it. W'Kabi salutes while Okoye looks on. Nakia leads Shuri, Ramonda and Ross through the bitter wind and harsh conditions."
ROSS,So where are we going again?
NAKIA,We're taking the Heart Shaped Herb to Jabariland.
ROSS,"Heart Shaped Herb, what is that?"
SHURI,It gives whoever takes it heightened abilities.
NAKIA,It's what made T'Challa so strong. Ramonda stops in her tracks.
RAMONDA,"Nakia. I don't like this. The Herb belongs to us. We may be creating a bigger monster with M'Baku.  Nakia, you should take it yourself."
NAKIA,I'm a spy with no army. I wouldn't stand a chance.
RAMONDA,"We'll go. They keep walking. Suddenly, they are surrounded by MEMBERS"
NAKIA,"Stay calm. M'Baku stares down from his throne at Nakia, Ramonda and Shuri. He glowers at Ross for a long beat, unnerving everyone, before finally turning to Ramonda."
RAMONDA,My son was murdered in ritual combat.
M'BAKU,Were the odds fair?
NAKIA,"Yes, but..."
M'BAKU,"So, it was less a murder than a defeat? This irks Shuri."
SHURI,Do not rub our noses in it --
M'BAKU,"Silence! I make the pronouncements here, girl."
ROSS,"Look uh, your highness, the new King is a -- M'Baku drowns out Ross' voice with loud barks. The surrounding Jabari follow suit."
M'BAKU,You cannot talk. One more word and I will feed you to my children. Ross looks petrified until M'Baku winks at Ramonda.
M'BAKU,"I'm kidding. We are vegetarians. Stepping in, Nakia pulls out the HEART SHAPED HERB."
NAKIA,Great Gorilla M'Baku. This is why we are here. To offer this to you. An outsider s i ts on our throne. Only you can help us stop him. M'Baku considers. His ego stroked. But...
M'BAKU,"Come with me. M'Baku leads Nakia, Ross, Ramonda and Shuri to JABARI HEALERS working on T'Challa in a small hut in the sno w."
NAKIA,Impossible.  Is he breathing?
M'BAKU,"He is in a coma, barely clinging to life. A tough weathered JABARI FISHERMAN walks along a frigid river with his"
M' BAKU,"One of our fishermen found him at the edge of the river border. He brought him to me. The yak pulls a wooden sleigh carrying T'Challa's body, toward Jabariland. M'Baku, Ramonda, Nakia, Ross, and Shuri remain standing over T'Challa in the snow."
SHURI,Why do you have him in the snow?!
M' BAKU,It is the only thing keeping him from joining the ancestors.
SHURI,We need to get him to my lab! I can heal him there.
M'BAKU,Take him. He' ll be dead in seconds.
RAMONDA,"Nakia, the Herb. Ramonda takes the herb from Nakia and pushes past M'Baku who looks on."
RAMONDA,"I call upon the ancestors. I call upon Bast. I am here with my son T'Challa. Heal him. We must bury him. Resigned, Shuri and Nakia watch closely sitting down next to her as Ramonda performs the ritual on T'Challa, pouring the solution in his mouth, while praying in Xhosa, then scooping the snow atop his body."
RAMONDA,Praise the ancestors.
NAKIA,Praise the ancestors.
ROSS,Praise the ancestors.
SHURI,Praise the ancestors.
NAKIA,"Wake up, T'Challa. Wake up. T'Chaka beckons T'Challa toward several other black panthers and people in the distance."
T'CHAKA,My son. He looks at his ancestors.
T'CHAKA,The time has come for you to come home and be reunited with me. Why?
T'CHALLA,Why didn't you bring the boy home? T'Chaka looks back at him.
T'CHALLA,"Why, Baba?"
T' CHAKA,He... he was the truth I chose to omit.
T'CHALLA,You were wrong to abandon him.
T'CHAKA,I chose my people. I chose Wakanda. Our future depended on --
T'CHALLA,"You were wrong! All of you were wrong! To turn your backs on the rest of the world. We let the fear of our discovery stop us from doing what is right. No more! I cannot stay here with you. I cannot rest while he sits on the throne. He is a monster of our own making. I must take the mantle back, I must. I must right these wrongs. T'Chaka looks at his son, his disappointment giving way to a proud smile. T'Challa suddenly awakens and is pulled from the snow by Ramonda unsure where he is."
T'CHALLA,"Do you have a blanket? They embrace. T'Challa turns to see Nakia and Shuri as well. The four of them embrace as M'Baku looks on. Our entire team of heroes : T'Challa, Nakia, Shuri, Ramonda, Ross talk."
NAKIA,Killmonger has the full support of our military. And he burned the garden of the Heart Shaped Herb.
ROSS,Of course he did. The T'Challa turns to Ross.
ROSS,That's what he was trained to do. His unit used to work with the CIA to destabilize foreign countries.
ROSS,"They would always strike at transitions of power... like an election year or the death of a monarch. You get control of government, the military"
T'CHALLA,Our resources. The Great Mound.
SHURI,Our vibranium. All of my designs.
T' CHALLA,He will send our weapons all over the world. T' Challa turns to Nakia.
T'CHALLA,You must get them out of Wakanda safely.
RAMONDA,What?
SHURI,What about you?
T'CHALLA,The challenge will have to continue.
RAMONDA,"T' Challa, we will not leave Wakanda."
T' CHALLA,It is my duty to keep you safe.
SHURI,"If he gets control of our technology, no where will be safe. Shuri pulls T'Challa's PANTHER TOOTH NECKLACE from her pocket and places it on his neck. T'Challa smiles."
SHURI,The Black Panther lives. And when he fights for the fate of Wakanda I will be right there beside him.
NAKIA,As will I. T'Challa smiles he looks to Nakia and Ramonda who looks back at him with confidence.
ROSS,I'm in too. The Wakandans cut Ross a look
ROSS,What? You're gonna need all the help you can get. The Wakandans smile at Ross as M'Baku interrupts.
M'BAKU,Are you done? Are you - are you done?
T'CHALLA,Could you give me and Lord M' Baku a moment? Everyone exits and M'Baku gazes at T'Challa.
T'CHALLA,Thank you.
M'BAKU,I owed you a great debt. A life for a life. Consider it paid.
T'CHALLA,Please allow my mother to stay here.
M'BAKU,No harm wi l l come to her I give you my word.
T'CHALLA,You know I could use an army as well.
M'BAKU,I bet you could. But no. I will give no Jabari lives towards your cause.
T'CHALLA,It is our cause. It is for all of us.
M'BAKU,Us? You are the first King to come here in centuries. And now you speak of us?
T'CHALLA,"I cannot speak for past Kings. But an enemy sits on the throne right now. We both know the power of vibraniurn. If Killmonger gets control of it, who do you think he will come for next? M'Baku sits."
M'BAKU,"We will not help you. T' Challa walks out, leaving M'Baku to think. A train car carrying carts full of vibranium moves across the ground, it then takes a turn up the sides and up to the surface out to--- Where several BORDER TRIBE WARRIORS and KINGSGUARD load the cargo onto the bottom of a TALON FIGHTER. The Dora Milaje keep watch in the distance. Killmonger, dressed in casual clothes, his gold panther toothed necklace exposed. With W'Kabi and Okoye flanking him, he walks around watching impatiently as cargo is revealed to be being loaded up onto an entire FLEET of WAKANDAN"
W'KABI,Everything is on schedule.
KILLMONGER,Have the spies been alerted?
W'KABI,"Yes. Some have been resistant to our new mission. But the War Dogs in London, New York and Hong Kong are standing by."
KILLMON,
GER,We'll strike there first. The others will come around. Killmonger picks up a Kingsguard spear.
KILLMONGER,"Look at this. A handheld sonic cannon powerful enough to stop a tank. Untraceable by metal detectors, and we got thousands of 'em. The world's gonna find out exactly who we are. Across from them, a TALON FIGHTER takes off, loaded with cargo. Killmonger watches, then turns to W'Kabi. As they smile the talon fighter EXPLODES in the air above them, startling Killmonger, W'Kabi, Okoye and the remaining Wakandans. They watch in shock as the debris rains down from the sky. Killmonger looks closely, trying to make something out. Killmonger, Okoye, and W'Kabi line up at the lip of the great mound, surrounded by hundreds of Border Tribesmen they look on with confusion as.. • Several hundred yards away, at the foot of the mountain, PANTHER EMERGES FROM THE WRECKAGE, suit engaged in all of his glory. He starts walking towards the top of the hill. Okoye smiles."
OKOYE,He lives... As he walks closer to the lip of the mound and retracts his mask.
T'CHALLA,N'Jadakalll!
KILLMON,
GER,Wassup?
T'CHALLA,"I never yielded, and as you can see, I am not dead."
KILLMONGER,All that challenge shit is over with. I'm the King now.  Get those planes in the air! Carry out the mission!
T'CHALLA,"Shuri, now!"
SHURI,"Copy that. Wearing Blanket disguises, Nakia, Ross and Shuri duck around a corner, avoiding detection by a group of Border Tribesmen running outside."
SHURI,"Go! Go go go go go! Come on, Ross! Killmonger stands with W'Kabi at the top of the mound."
KILLMONGER,"W'Kabi, kill this clown."
OKOYE,"W'Kabi, the challenge is not complete."
BORDER TRIBE COMMANDER,What will we do? The Border Tribe soldiers look on at T'Challa and grow visibly nervous.
W'KABI,Border Tribe!
BORDER TRIBE,Ay! Ay 1
W'KABI,Phambili! W'Kabi pulls his sword and triggers the SONIC FIELD around it. He points it towards T'Challa and the Border Tribesmen line up in a battle formation and charge towards T' Challa. A Dragonflyer takes off overhead and leads the charge downhill. Okoye turns to Killmonger.
OKOYE,"You! Your heart is so full of hatred you are not fit to be a King. She slams her spear and the Dora fall in line behind her as Killmonger stares her down. Killmonger pulls his blades, and activates his from his necklace as Talon Fighters take off in the background."
