,character,line,movie,year,words,Adam McKay,Anna Boden,Art Marcum,Ashley Edward Miller,Chris McKenna,Christopher Ford,Christopher Markus,Christopher Yost,Craig Kyle,Don Payne,Drew Pearce,Edgar Wright,Eric Pearson,Erik Sommers,Geneva Robertson-Dworet,Hawk Ostby,James Gunn,Joe Cornish,Joe Robert Cole,John Francis Daley,Jon Watts,Jonathan Goldstein,Joss Whedon,Justin Theroux,Mark Fergus,Matt Holloway,Paul Rudd,Ryan Coogler,Ryan Fleck,Shane Black,Stephen McFeely,Zack Stentz
7278,STEVE ROGERS,Where?,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7280,STEVE ROGERS,First I have to find it.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7282,STEVE ROGERS,Did you guys copy that?,Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7284,NATASHA ROMANOFF,"I got a private jet taking off, across town, no manifest. That could be him.",Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7286,STEVE ROGERS,"Negative! If that truck crashes, the gem could level the city. We need to draw out Ultron.",Avengers: Age of Ultron,2015,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7288,STEVE ROGERS,"Well, he's definitely unhappy! I'm gonna try and keep him that way.",Avengers: Age of Ultron,2015,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7290,STEVE ROGERS,"Thanks, Barton.",Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7292,STEVE ROGERS,I wouldn't call it a comfort.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7295,NATASHA ROMANOFF,I'm always picking up after you boys.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7297,NATASHA ROMANOFF,Which way?,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7299,NATASHA ROMANOFF,"Out of the way! Coming through! Sorry, coming through!",Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7300,STEVE ROGERS,Come on!,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7301,NATASHA ROMANOFF,"Clint, can you draw out the guards?",Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7303,NATASHA ROMANOFF,Beep beep!,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7305,NATASHA ROMANOFF,"I'm going in, Cap can you keep him occupied?",Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7306,STEVE ROGERS,What do you think I've been doing?,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7308,NATASHA ROMANOFF,Negative. I am still in the truck.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7310,NATASHA ROMANOFF,"Just be ready, I'm sending the package to you.",Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7312,NATASHA ROMANOFF,"Uhh, you might wish you hadn't asked that.",Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7315,STEVE ROGERS,I lost him! He's headed your way.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7317,STEVE ROGERS,"If you have the package, get it to Stark! Go!",Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7319,STEVE ROGERS,Go!  Civilians in our path.  Can you stop this thing?,Avengers: Age of Ultron,2015,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7321,STEVE ROGERS,I'm very tempted not to give you one.,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7323,STEVE ROGERS,Stark will take care of it.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7325,STEVE ROGERS,"You don't know what you're talking about, Stark's not crazy.",Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7327,STEVE ROGERS,"Stark, come in. Stark. Anyone on comms?",Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7329,BRUCE BANNER,Anything on Nat?,Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7330,TONY STARK,"Haven't heard. But she's alive, or Ultron'd be rubbing our faces in it.",Avengers: Age of Ultron,2015,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7332,BRUCE BANNER,"We're going to need to access the program, break it down from within.",Avengers: Age of Ultron,2015,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7333,TONY STARK,"Hm. Any chance Natasha might leave you a message, outside the internet, old school spy stuff?",Avengers: Age of Ultron,2015,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7335,BRUCE BANNER,"I can work on tissue degeneration, if you can fry whatever operational system Cho implanted.",Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7336,TONY STARK,"Yeah, about that.",Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7337,BRUCE BANNER,No.,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7338,TONY STARK,You have to trust me.,Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7339,BRUCE BANNER,Kinda don't.,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7340,TONY STARK,Our ally? The guy protecting the military's nuclear codes? I found him.,Avengers: Age of Ultron,2015,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7342,TONY STARK,"Ultron didn't go after JARVIS cause he was angry. He attacked him because he was scared of what he can do. So JARVIS went underground. Okay? Scattered, dumped his memory. But not his protocols. He didn't even know he was in there, until I pieced him together.",Avengers: Age of Ultron,2015,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7343,BRUCE BANNER,"So, you want me to help you put JARVIS into this thing?",Avengers: Age of Ultron,2015,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7344,TONY STARK,"No, of course not! I want to help you put JARVIS in this thing.  We're out of my field here. You know bio-organics better than anyone.",Avengers: Age of Ultron,2015,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7345,BRUCE BANNER,And you just assume that JARVIS' operational matrix can beat Ultron's?,Avengers: Age of Ultron,2015,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7346,TONY STARK,"JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultron's perfect self, without the homicidal glitches he thinks are his winning personality. We have to.",Avengers: Age of Ultron,2015,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7348,BRUCE BANNER,"No, I'm in a loop! I'm caught in a time loop, this is exactly where it all went wrong.",Avengers: Age of Ultron,2015,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7349,TONY STARK,"I know, I know. I know what everyone's going to say, but they're already saying it. We're mad scientists. We're monsters, buddy. You gotta own it. Make a stand.  It's not a loop. It's the end of the line.",Avengers: Age of Ultron,2015,40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7351,TONY STARK,This framework is not compatible.,Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7352,BRUCE BANNER,The genetic coding tower's at ninety-seven percent. You have got to upload that schematic in the next three minutes.,Avengers: Age of Ultron,2015,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7353,STEVE ROGERS,I'm gonna say this once.,Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7354,TONY STARK,"How about ""nonce""?",Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7355,STEVE ROGERS,Shut it down!,Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7356,TONY STARK,"Nope, not gonna happen.",Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7357,STEVE ROGERS,You don't know what you're doing.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7358,BRUCE BANNER,And you do? She's not in your head?,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7360,BRUCE BANNER,"Oh, we're way past that. I could choke the life out of you and never change a shade.",Avengers: Age of Ultron,2015,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7361,STEVE ROGERS,"Banner, after everything that's happened...",Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7362,TONY STARK,That's nothing compared to what's coming!,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7364,STEVE ROGERS,This isn't a game...,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7369,BRUCE BANNER,"Go ahead, piss me off.  Wait!",Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7371,STEVE ROGERS,"Thor, you helped create this?",Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7372,THOR,I've had a vision. A whirlpool that sucks in all hope of life and at it's center is that.,Avengers: Age of Ultron,2015,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7373,BRUCE BANNER,"What, the gem?",Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7374,THOR,"It's the Mind Stone. It's one of the six Infinity Stones, the greatest power in the universe, unparalleled in its destructive capabilities.",Avengers: Age of Ultron,2015,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7375,STEVE ROGERS,Then why would you bring it to...,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7376,THOR,Because Stark is right.,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7377,BRUCE BANNER,"Oh, it's definitely the end times.",Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7378,THOR,The Avengers cannot defeat Ultron.,Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7380,STEVE ROGERS,"Why does your ""vision"" sound like JARVIS?",Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7381,TONY STARK,We...we reconfigured JARVIS' matrix to create something new.,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7382,STEVE ROGERS,I think I've had my fill of new.,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7384,STEVE ROGERS,You're not?,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7389,THOR,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and they're nothing compared to what it can unleash. But with it on our side...",Avengers: Age of Ultron,2015,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7390,STEVE ROGERS,Is it? Are you? On our side?,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7394,TONY STARK,What's he waiting for?,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7396,BRUCE BANNER,Where?,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7398,BRUCE BANNER,"If we're wrong about you, if you're the monster that Ultron made you to be...",Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7400,THOR,Right.  Well done.,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7401,STEVE ROGERS,Three minutes. Get what you need.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7403,TONY STARK,"No way we all get through this. If even one tin soldier is left standing, we've lost. It's gonna be blood on the floor.",Avengers: Age of Ultron,2015,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7404,STEVE ROGERS,I got no plans tomorrow night.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7405,TONY STARK,I get first crack at the big guy. Iron Man's the one he's waiting for.,Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7407,STEVE ROGERS,"Ultron knows we're coming. Odds are we'll be riding into heavy fire, and that's what we signed up for. But the people of Sokovia, they didn't. So our priority is getting them out.",Avengers: Age of Ultron,2015,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7409,STEVE ROGERS,"All they want is to live their lives in peace, and that's not going to happen today. But we can do our best to protect them. And we can get the job done, and find out what Ultron's been building. We find Romanoff, and we clear the field. Keep the fight between us. Ultron thinks we're monsters and we're what's wrong with the world. This isn't just about beating him. It's about whether he's right.",Avengers: Age of Ultron,2015,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7410,BRUCE BANNER,Natasha! Natasha!,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7411,NATASHA ROMANOFF,Bruce?,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7412,BRUCE BANNER,You alright?,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7413,NATASHA ROMANOFF,Yeah.,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7414,BRUCE BANNER,"The team's in the city, it's about to light up.",Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7415,NATASHA ROMANOFF,I don't suppose you found a key lying around somewhere?,Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7416,BRUCE BANNER,"Yeah, I did.",Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7417,NATASHA ROMANOFF,So what's our play?,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7418,BRUCE BANNER,I'm here to get you to safety.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7419,NATASHA ROMANOFF,Job's not finished.,Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7420,BRUCE BANNER,"We could help with the evacuation, but I can't be in a fight near civilians. And you've done plenty. Our fight is over.",Avengers: Age of Ultron,2015,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7421,NATASHA ROMANOFF,So we just disappear?,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7424,TONY STARK,"I don't know, how much time you got?",Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7426,TONY STARK,"Uhhh. Have you been juicing? A little Vibranium cocktail? You're looking, I don't wanna say, puffy...",Avengers: Age of Ultron,2015,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7428,TONY STARK,"Well, that is the mission. Did you forget?",Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7432,STEVE ROGERS,Go!,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7438,TONY STARK,FRIDAY! The Vision?,Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7441,TONY STARK,FRIDAY?,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7444,BRUCE BANNER,We gotta move.,Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7445,NATASHA ROMANOFF,You're not going to turn green?,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7446,BRUCE BANNER,I've got a compelling reason not to lose my cool.,Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7447,NATASHA ROMANOFF,I adore you.  But I need the other guy.  Let's finish the job.  I really hope this makes us even. Now go be a hero.,Avengers: Age of Ultron,2015,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7449,TONY STARK,If it drops?,Avengers: Age of Ultron,2015,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7451,TONY STARK,Hi. Okay. Get in the tub!,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7453,TONY STARK,"Cap, you got incoming.",Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7454,STEVE ROGERS,"Incoming already came in. Stark, you worry about bringing the city back down safely. The rest of us have one job: tear these things apart. You get hurt, hurt 'em back. You get killed, walk it off.",Avengers: Age of Ultron,2015,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7460,STEVE ROGERS,I got you! Just look at me.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7462,STEVE ROGERS,"You'll never what? You didn't finish!  What, were you napping?",Avengers: Age of Ultron,2015,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7465,STEVE ROGERS,We are not clear! We are very not clear!,Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7469,STEVE ROGERS,Romanoff!,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7470,NATASHA ROMANOFF,Thanks.,Avengers: Age of Ultron,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7472,TONY STARK,The spire's Vibranium. If I get Thor to hit it...,Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7474,TONY STARK,"Maybe if we cap the other end, keep the atomic action doubling back.",Avengers: Age of Ultron,2015,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7476,STEVE ROGERS,"The next wave's gonna hit any minute. What have you got, Stark?",Avengers: Age of Ultron,2015,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7477,TONY STARK,"Well, nothing great. Maybe a way to blow up the city. That'll keep it from impacting the surface if you guys can get clear.",Avengers: Age of Ultron,2015,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7478,STEVE ROGERS,"I asked for a solution, not an escape plan.",Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7479,TONY STARK,Impact radius is getting bigger every second. We're going to have to make a choice.,Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7480,NATASHA ROMANOFF,"Cap, these people are going nowhere. If Stark finds a way to blow this rock...",Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7481,STEVE ROGERS,Not 'til everyone's safe.,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
