,character,line,movie,year,words,Christopher Markus,Stephen McFeely,Joss Whedon,Eric Pearson,Craig Kyle,Christopher Yost,Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway,James Gunn
1005,NICK FURY,I’ll see what I can do.,Iron Man 2,2010.0,6,False,False,False,False,False,False,False,False,False,False,False
1006,SENATOR STERN,"It is my honour to be here today to present these distinguished awards to Lieutenant Colonel James Rhodes and Mr Tony Stark, who is, of course, a national treasure.  Thank you Lieutenant Colonel, for such and exceptionally distinguished performance. You deserve this.",Iron Man 2,2010.0,43,False,False,False,False,False,False,False,False,False,False,False
1007,JAMES RHODES,Thank you sir.,Iron Man 2,2010.0,3,False,False,False,False,False,False,False,False,False,False,False
1008,SENATOR STERN,"Mr Stark. Thank you for such as exceptionally distinguished performance. You deserve this.  Oh, sorry. Funny how annoying a little prick can be, isn’t it? Let’s get a photo.",Iron Man 2,2010.0,30,False,False,False,False,False,False,False,False,False,False,False
1009,PHIL COULSON,"Sir, we’ve found it.",Iron Man 2,2010.0,4,False,False,False,False,False,False,False,False,False,False,False
0,TONY STARK,"We create our own demons. Who said that? What does that even mean? Doesn't matter, I said it cause he said it. So now he was famous and that's basically get said by two well known guys. I don't, uh...",Iron Man 3,2013.0,40,False,False,False,False,False,False,False,False,False,False,False
1,TONY STARK,I'm gonna start again. Let's track this from the beginning.,Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
2,HAPPY HOGAN,Half hour till the ball drops.,Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
3,TONY STARK,"Hey, do you want...?",Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
4,PARTY GUEST,"Tony Stark? Great speech, man!",Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
5,HAPPY HOGAN,"I got you, pal.",Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
6,TONY STARK,I gave a speech? How was it?,Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
7,HAPPY HOGAN,Pitiful,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
8,MAYA HANSEN,Unintelligible.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
9,TONY STARK,Really?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
10,MAYA HANSEN,Mmm-hmm.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
11,TONY STARK,"It's my favorite kind, a winning combo.",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
12,MAYA HANSEN,Where are we going?,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
13,TONY STARK,"Uh, to town on each other, probably back in your room. Cause I also wanna see your research.",Iron Man 3,2013.0,18,False,False,False,False,False,False,False,False,False,False,False
14,MAYA HANSEN,"Okay, you can see my research, but that's...I'm not gonna show you my ""town.""",Iron Man 3,2013.0,14,False,False,False,False,False,False,False,False,False,False,False
15,HO YINSEN,Mr. Stark,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
16,TONY STARK,"Oh, I finally met a man called ""Ho.""",Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
17,HO YINSEN,"I would like to introduce you to our guest, Dr. Wu.",Iron Man 3,2013.0,11,False,False,False,False,False,False,False,False,False,False,False
18,TONY STARK,"Oh, this guy.",Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
19,HO YINSEN,Mr. Stark.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
20,TONY STARK,Hey.  You're a heart doctor. She's going to need a cardiologist after I...,Iron Man 3,2013.0,14,False,False,False,False,False,False,False,False,False,False,False
21,MAYA HANSEN,Bye.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
22,HO YINSEN,Perhaps another time.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
23,TONY STARK,"It started in Bern, Switzerland, 1999.",Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
24,ALDRICH KILLIAN,Mr. Stark!,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
25,TONY STARK,I never thought they'd come back to bite me. Why would they?,Iron Man 3,2013.0,12,False,False,False,False,False,False,False,False,False,False,False
26,ALDRICH KILLIAN,"Oh, wow! Hey, Tony! Aldrich Killian. I'm a big fan of your work!",Iron Man 3,2013.0,13,False,False,False,False,False,False,False,False,False,False,False
27,MAYA HANSEN,My work?,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
28,TONY STARK,Who isn't? He means me.,Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
29,ALDRICH KILLIAN,"Well, of course. But, Miss Hansen, my organization has been tracking your research since year two of MIT.",Iron Man 3,2013.0,18,False,False,False,False,False,False,False,False,False,False,False
30,HAPPY HOGAN,"Yeah, we're full.",Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
31,TONY STARK,"Oh, wow. He made it. He made the cut.",Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
32,HAPPY HOGAN,"What floor are you going to, pal?",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
33,ALDRICH KILLIAN,"Oh, now, that is an appropriate question. The ground floor, actually. I've got a proposal I'm putting together with myself. It's a privately funded think tank called, Advanced Idea Mechanics.",Iron Man 3,2013.0,30,False,False,False,False,False,False,False,False,False,False,False
34,TONY STARK,Uh... she'll take both.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
35,MAYA HANSEN,Okay.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
36,TONY STARK,One to throw away and one to not call.,Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
37,ALDRICH KILLIAN,"Advanced Idea Mechanics, or AIM for short. Do you get it?",Iron Man 3,2013.0,11,False,False,False,False,False,False,False,False,False,False,False
38,TONY STARK,"I see that, cause it's on your t-shirt.",Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
39,ALDRICH KILLIAN,Aw!,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
40,TONY STARK,"Ladies, follow the mullet. Ladies first.",Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
41,MAYA HANSEN,"Thank you, I'll call you.",Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
42,TONY STARK,I'm titillated by the notion of working with you.,Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
43,ALDRICH KILLIAN,Yeah?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
44,TONY STARK,"Yeah, cheese clown. I'll see you up on the roof in five minutes.  I'm just going to try to get my beef wet real quick. You know what I'm talkin' about?",Iron Man 3,2013.0,32,False,False,False,False,False,False,False,False,False,False,False
45,ALDRICH KILLIAN,I'll see you up there.,Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
46,TONY STARK,Damn betcha.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
47,TONY STARK,Come on! I thought that was just a theory.,Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
48,MAYA HANSEN,"Well, it was. If I'm right, we can access the area of the brain that governs repair...",Iron Man 3,2013.0,17,False,False,False,False,False,False,False,False,False,False,False
49,TONY STARK,Wow.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
50,MAYA HANSEN,...And chemically recode it.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
51,TONY STARK,That's incredible. Essentially you're hacking into the genetic...,Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
52,BOTH,...Genetic operating system...,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
53,TONY STARK,...of a...,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
54,MAYA HANSEN,Exactly.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
55,TONY STARK,...living organism.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
56,MAYA HANSEN,Yes.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
57,TONY STARK,Wow.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
58,MAYA HANSEN,Is that... Can you...,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
59,HAPPY HOGAN,What?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
60,MAYA HANSEN,Can you not touch my plant. It's not...she doesn't like it. She prefers...,Iron Man 3,2013.0,13,False,False,False,False,False,False,False,False,False,False,False
61,TONY STARK,She's not like the others. Come on. Let's go in the bedroom. Happy...,Iron Man 3,2013.0,13,False,False,False,False,False,False,False,False,False,False,False
62,MAYA HANSEN,"That's cute, but...",Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
63,TONY STARK,Leave her ficus alone.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
64,MAYA HANSEN,"Because... and, no, seriously don't.",Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
65,TONY STARK,And you're starting with plants?,Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
66,MAYA HANSEN,"For now, yeah.",Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
67,TONY STARK,Huh.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
68,MAYA HANSEN,I'm calling it Extremis.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
69,MAYA HANSEN,"Well, it's...",Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
70,BOTH,Human application.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
71,MAYA HANSEN,Exactly! Exactly.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
72,MAYA HANSEN,Dendritic revitalization.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
73,TONY STARK,It's revolutionary.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
74,MAYA HANSEN,Disease prevention...,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
75,TONY STARK,Changes the world.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
76,MAYA HANSEN,...even limb regrowth.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
77,TONY STARK,You're the most gifted woman I've ever met.,Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
78,MAYA HANSEN,Wow.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
79,TONY STARK,In Switzerland.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
80,MAYA HANSEN,"Hmm, that's better. Aw, you're seeing things.",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
81,TONY STARK,This week.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
82,TONY STARK,"You almost bought it, didn't you?",Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
83,MAYA HANSEN,"This is what I'm talking about, the glitch.",Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
84,TONY STARK,Have you checked the telomerase algorithm?,Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
85,MAYA HANSEN,The what?,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
86,HAPPY HOGAN,"Down! Stay down! Stay down, boss.",Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
87,TONY STARK,We're good.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
88,HAPPY HOGAN,Stay down.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
89,TONY STARK,You're...you're right on me. I made it.  What the hell was that?,Iron Man 3,2013.0,13,False,False,False,False,False,False,False,False,False,False,False
90,HAPPY HOGAN,What was that?,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
91,MAYA HANSEN,It's a glitch in my work. It's...,Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
92,TONY STARK,She was just talking about it. Glitches happening.,Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
93,HAPPY HOGAN,It's not Y2K.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
94,MAYA HANSEN,No.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
95,TONY STARK,Hey!,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
96,HAPPY HOGAN,Happy New Year.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
97,TONY STARK,Happy New Year.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
98,MAYA HANSEN,Happy New Year.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
99,TONY STARK,"Alright, I'll see you in the morning, goodnight.",Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
100,HAPPY HOGAN,You good?,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
101,TONY STARK,Yep.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
102,HAPPY HOGAN,I'll be right outside.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
103,TONY STARK,Okay.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
104,TONY STARK,"So why am I telling you this? Because I had just created demons, and I didn't even know it.",Iron Man 3,2013.0,19,False,False,False,False,False,False,False,False,False,False,False
105,TONY STARK,"Yeah, those were the good times. Then I moved on. After a brief soiree in an Afghan cave, I said goodbye to the party scene. Forgot that night in Switzerland. These days I'm a changed man, I'm different now. I'm well... you know who I am.",Iron Man 3,2013.0,46,False,False,False,False,False,False,False,False,False,False,False
106,TONY STARK,Ow!,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
107,JARVIS,"Sir, please may I request just a few hours to calibrate...",Iron Man 3,2013.0,11,False,False,False,False,False,False,False,False,False,False,False
108,TONY STARK,No. Forty-eight.  Ah! Micro-repeater implanting sequence complete.,Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
109,JARVIS,"As you wish, sir. I've also prepared a safety briefing for you to entirely ignore.",Iron Man 3,2013.0,15,False,False,False,False,False,False,False,False,False,False,False
110,TONY STARK,"Which I will. Right, let's do this.",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
111,TONY STARK,"Dummy. Hi, Dummy. How did you get that cap on your head? You earned it.",Iron Man 3,2013.0,15,False,False,False,False,False,False,False,False,False,False,False
112,TONY STARK,"Hey. Hey! What are you doing round in the corner? You know what you did. Blood on my mat, handle it.",Iron Man 3,2013.0,21,False,False,False,False,False,False,False,False,False,False,False
113,JARVIS,"Sir, may I remind you that you've been awake for nearly seventy-two hours.",Iron Man 3,2013.0,13,False,False,False,False,False,False,False,False,False,False,False
114,TONY STARK,"Focus up, ladies. Good evening, and welcome to the birthing suite. I'm pleased to announce the imminent arrival of your bouncing, bad-ass, baby brother.",Iron Man 3,2013.0,24,False,False,False,False,False,False,False,False,False,False,False
115,TONY STARK,"Start tight and go wide, stamp in time. Mark 42 autonomous prehensile propulsion suit test. Initialize sequence.",Iron Man 3,2013.0,17,False,False,False,False,False,False,False,False,False,False,False
116,TONY STARK,"Jarvis, drop my needle.",Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
117,TONY STARK,Crap.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
118,TONY STARK,"Alright, I think we got this. Send 'em all.",Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
119,TONY STARK,"Probably a little fast, slow it down. Slow it down just a...",Iron Man 3,2013.0,12,False,False,False,False,False,False,False,False,False,False,False
120,TONY STARK,...little bit.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
121,TONY STARK,"Cool it, will you, Jarvis?",Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
122,TONY STARK,Come on. I ain't scared of you.,Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
123,TONY STARK,I'm the best.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
124,JARVIS,"As always, sir, a great pleasure watching you work.",Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
125,TONY STARK,And I guess seventy-two hours isn't a long time between siesta's. Didn't think it could get any worse. Then I had to go and turn on the TV.,Iron Man 3,2013.0,28,False,False,False,False,False,False,False,False,False,False,False
126,TONY STARK,That's when he happened.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
127,THE MANDARIN,"Some people call me a terrorist, I consider myself a teacher. America, ready for another lesson. In 1864 in Sand Creek Colorado the U.S. military waited till the friendly Cheyenne braves all gone hunting, waited to attack and slaughter their families left behind, and claim their land. Thirty-nine hours ago the Ali Al Salem Air Base in Kuwait was attacked. I...I...I did that. A quaint military church filled with wives and children, of course. The soldiers were out on maneuvers, the braves were away. President Ellis, you continue to resist my attempts to educate you, sir. And now, you've missed me again. You know who I am, you don't know where I am, and you'll never see me coming.",Iron Man 3,2013.0,119,False,False,False,False,False,False,False,False,False,False,False
128,NEWS REPORTER #1,"And now that we seem to be back, let's recap some of the frightening...",Iron Man 3,2013.0,14,False,False,False,False,False,False,False,False,False,False,False
129,NEWS REPORTER #2,American Airwaves were highjacked...,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
130,NEWS REPORTER #3,The nation remains on high alert...,Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
131,NEWS REPORTER #4,All attempts to find the Mandarin have so far proved unsuccessful...,Iron Man 3,2013.0,11,False,False,False,False,False,False,False,False,False,False,False
132,PRESIDENT ELLIS,"Central to my Administration's response to this terrorist event, is a newly minted resource. I know him as Colonel James Rhodes, the American people will soon know him as the Iron Patriot.",Iron Man 3,2013.0,32,False,False,False,False,False,False,False,False,False,False,False
133,BILL MAHER,And how is President Ellis responding? By taking the guy they call War Machine and giving him a paint job.,Iron Man 3,2013.0,20,False,False,False,False,False,False,False,False,False,False,False
134,JOAN RIVERS,"Same suit, but painted red, white, and blue. Look at rhat. And they also renamed him Iron Patriot. You know, just in case the paint was too subtle.",Iron Man 3,2013.0,28,False,False,False,False,False,False,False,False,False,False,False
135,JAMES RHODES,"It tested well with focus groups, alright?",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
136,TONY STARK,I am Iron Patriot...,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
137,JAMES RHODES,"Listen, War Machine was a little too aggressive, alright? This sends a better message.",Iron Man 3,2013.0,14,False,False,False,False,False,False,False,False,False,False,False
138,TONY STARK,"So what's really goin' on? With Mandarin. Seriously, can we talk about this guy?",Iron Man 3,2013.0,14,False,False,False,False,False,False,False,False,False,False,False
139,JAMES RHODES,"It's classified information, Tony. Okay, there have been nine bombings.",Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
140,TONY STARK,Nine.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
141,JAMES RHODES,"The public only knows about three. Here's the thing, nobody can ID a device. There's no bomb casings.",Iron Man 3,2013.0,18,False,False,False,False,False,False,False,False,False,False,False
142,TONY STARK,"You know I can help, just ask. I got a ton of new tech, I got a prehensile, I got a...I got a new bomb disposal. Catches explosions mid-air.",Iron Man 3,2013.0,29,False,False,False,False,False,False,False,False,False,False,False
143,JAMES RHODES,When's the last time you got a good night's sleep?,Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
144,TONY STARK,Einstein slept three hours a year. Look what he did?,Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
145,JAMES RHODES,"People are concerned about you, Tony. I'm concerned about you.",Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
146,TONY STARK,You're gonna come at me like that?,Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
147,JAMES RHODES,"No. No, look, I'm not trying to be a dic...",Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
148,JAMES RHODES,...tator.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
149,ERIN,Do you mind signing my drawing?,Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
150,TONY STARK,"If Richard doesn't mind.  You alright with this, Dick?",Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
151,JAMES RHODES,Fine with me.,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
152,TONY STARK,What's your name?,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
153,ERIN,Erin.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
154,TONY STARK,"I loved you in A Christmas Story, by the way.",Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
155,JAMES RHODES,"Listen, the Pentagon is scared. After what happened in New York... aliens, come on. They need to look strong. Stopping the Mandarin is priority, but it's not...",Iron Man 3,2013.0,27,False,False,False,False,False,False,False,False,False,False,False
156,TONY STARK,"It's not superhero business, I get it.",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
157,JAMES RHODES,"No, it's not, quite frankly. It's American business.",Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
158,TONY STARK,That's why I said I...got it.,Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
159,JAMES RHODES,Are you okay?,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
160,TONY STARK,I broke the crayon.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
161,ERIN,"Are you okay, Mr. Stark?",Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
162,JAMES RHODES,Take it easy. Tony...,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
163,LITTLE BOY,How did you get out of the wormhole? How did you get out of the wormhole?,Iron Man 3,2013.0,16,False,False,False,False,False,False,False,False,False,False,False
164,JAMES RHODES,Wait a minute! Tony!,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
165,TONY STARK,What'd he say?!,Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
166,JAMES RHODES,Tony!,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
167,TONY STARK,Sorry. Have to check on the suit...make sure...okay.,Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
168,TONY STARK,"Check the heart, check the...check the...is it the brain?",Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
169,JARVIS,No sign of cardiac analomy or unusual brain activity.,Iron Man 3,2013.0,9,False,False,False,False,False,False,False,False,False,False,False
170,TONY STARK,"Okay, so I was poisoned?",Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
171,JARVIS,My diagnosis is that you've experienced a severe anxiety attack.,Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
172,TONY STARK,Me?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
173,JAMES RHODES,"Come on, man. This isn't a good look, open up.",Iron Man 3,2013.0,10,False,False,False,False,False,False,False,False,False,False,False
174,TONY STARK,"Sorry, I gotta split.",Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
175,HAPPY HOGAN,"Badge. Badge. Come on, badge. Badge, guys. I put a memo in the toilet, come on.  Tony has got them in his basement, they're wearing party hats. This is an asset that we can put to use.",Iron Man 3,2013.0,38,False,False,False,False,False,False,False,False,False,False,False
176,PEPPER POTTS,"Uh-huh. So, you're suggesting that I replace the entire janitorial staff with robots?",Iron Man 3,2013.0,13,False,False,False,False,False,False,False,False,False,False,False
177,HAPPY HOGAN,What I'm saying is that the human element of Human Resources is our biggest point of vulnerability. We should start phasing it out immediately.,Iron Man 3,2013.0,24,False,False,False,False,False,False,False,False,False,False,False
178,PEPPER POTTS,What!?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
179,HAPPY HOGAN,"Excuse me, Bambi.",Iron Man 3,2013.0,3,False,False,False,False,False,False,False,False,False,False,False
180,PEPPER POTTS,Did you just say that?,Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
181,HAPPY HOGAN,Security.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
182,PEPPER POTTS,Happy?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
183,HAPPY HOGAN,Yes.,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
184,PEPPER POTTS,"Okay, I am thrilled that you're now the Head of Security, okay? It is the perfect position for you.",Iron Man 3,2013.0,19,False,False,False,False,False,False,False,False,False,False,False
185,HAPPY HOGAN,Thank you.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
186,PEPPER POTTS,However...,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
187,HAPPY HOGAN,I do appreciate it,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
188,PEPPER POTTS,Since you've taken the post...,Iron Man 3,2013.0,5,False,False,False,False,False,False,False,False,False,False,False
189,HAPPY HOGAN,You don't have to thank me.,Iron Man 3,2013.0,6,False,False,False,False,False,False,False,False,False,False,False
190,PEPPER POTTS,We've had a rise in staff complaints of three hundred percent,Iron Man 3,2013.0,11,False,False,False,False,False,False,False,False,False,False,False
191,HAPPY HOGAN,Thank you.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
192,PEPPER POTTS,That's not a compliment.,Iron Man 3,2013.0,4,False,False,False,False,False,False,False,False,False,False,False
193,HAPPY HOGAN,That's not a compli...? It is a compliment! Clearly somebody's trying to hide something.,Iron Man 3,2013.0,14,False,False,False,False,False,False,False,False,False,False,False
194,PEPPER POTTS,I...,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
195,PEPPER'S ASSISTANT,Excuse me.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
196,PEPPER POTTS,Yes?,Iron Man 3,2013.0,1,False,False,False,False,False,False,False,False,False,False,False
197,PEPPER'S ASSISTANT,"Miss Potts, your four o'clock is here.",Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
198,PEPPER POTTS,Thank you.,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
199,HAPPY HOGAN,Did you clear this four o'clock with me?,Iron Man 3,2013.0,8,False,False,False,False,False,False,False,False,False,False,False
200,PEPPER POTTS,"Happy, we'll talk about this later. But right now I have to go deal with this very annoying thing.",Iron Man 3,2013.0,19,False,False,False,False,False,False,False,False,False,False,False
201,HAPPY HOGAN,How so?,Iron Man 3,2013.0,2,False,False,False,False,False,False,False,False,False,False,False
202,PEPPER POTTS,"I used to work with him, and he used to ask me out all the time. So it's a little awkward.",Iron Man 3,2013.0,21,False,False,False,False,False,False,False,False,False,False,False
203,HAPPY HOGAN,I don't like the sound of that.,Iron Man 3,2013.0,7,False,False,False,False,False,False,False,False,False,False,False
